,_CustomerID,OrderDate,Order Quantity,Discount Applied,Unit Price,Unit Cost,Revenue
87,27,2018-06-11,2,0.2,3892.7,2724.89,778.54
88,5,2018-06-11,2,0.4,3953.0,3360.05,-1976.5
89,38,2018-06-11,2,0.3,924.6,545.514,203.41200000000003
90,21,2018-06-11,7,0.3,3430.4,1989.632,2881.536000000001
91,24,2018-06-11,7,0.075,1152.4,622.296,3105.718
92,25,2018-06-11,4,0.1,1085.4,922.59,217.08000000000038
93,11,2018-06-12,5,0.1,5031.7,4025.36,2515.849999999998
94,17,2018-06-12,7,0.15,1092.1,436.84,3440.115
95,5,2018-06-12,7,0.05,187.6,144.452,236.376
96,30,2018-06-12,4,0.05,3993.2,2835.172,3833.4719999999998
97,9,2018-06-12,5,0.05,2472.3,1433.934,4573.755000000002
98,47,2018-06-12,4,0.05,1206.0,844.2,1206.0
99,5,2018-06-12,5,0.05,1728.6,985.302,3284.3399999999992
100,23,2018-06-12,7,0.075,1983.2,1447.736,2707.0679999999993
101,14,2018-06-12,2,0.2,5313.1,2656.55,3187.8600000000006
102,44,2018-06-12,5,0.075,871.0,566.15,1197.625
103,38,2018-06-13,2,0.1,2532.6,2051.406,455.8680000000004
104,14,2018-06-13,4,0.075,5916.1,4673.719,3194.6939999999995
105,34,2018-06-13,1,0.075,2887.7,1443.85,1227.2725
106,13,2018-06-13,7,0.1,1855.9,1447.602,1558.955999999999
107,5,2018-06-13,5,0.1,207.7,135.005,259.6249999999999
108,2,2018-06-13,3,0.05,1058.6,772.778,698.6759999999998
109,17,2018-06-13,7,0.1,958.1,517.374,2414.4119999999994
110,40,2018-06-13,7,0.2,2659.9,1675.737,3165.281
111,15,2018-06-13,3,0.1,2217.7,1707.629,864.9029999999998
112,12,2018-06-14,1,0.3,1715.2,857.6,343.0400000000001
113,25,2018-06-14,7,0.15,3932.9,1691.147,11562.726000000002
114,13,2018-06-14,2,0.05,2546.0,1909.5,1018.3999999999996
115,18,2018-06-14,1,0.075,837.5,603.0,171.6875
116,3,2018-06-14,3,0.15,1809.0,1302.48,705.5100000000002
117,25,2018-06-14,8,0.075,857.6,514.56,2229.76
118,11,2018-06-14,6,0.05,1748.7,1101.681,3357.5040000000004
119,44,2018-06-14,1,0.075,1266.3,582.498,588.8294999999998
120,30,2018-06-14,5,0.1,5058.5,3591.535,4805.574999999999
121,38,2018-06-14,7,0.05,958.1,795.223,804.8040000000007
122,47,2018-06-14,8,0.15,1802.3,756.966,6199.911999999999
123,17,2018-06-15,4,0.075,6298.0,4534.56,5164.359999999997
124,28,2018-06-15,1,0.1,2499.1,1824.343,424.847
125,5,2018-06-15,3,0.1,871.0,705.51,235.16999999999996
126,32,2018-06-15,1,0.05,750.4,360.192,352.688
127,21,2018-06-15,8,0.075,763.8,504.108,1619.2559999999999
128,49,2018-06-15,6,0.1,844.2,565.614,1164.9959999999996
129,6,2018-06-15,7,0.05,261.3,112.359,951.1320000000003
130,47,2018-06-15,2,0.05,3999.9,2359.941,2879.928000000001
131,32,2018-06-15,6,0.05,1112.2,811.906,1468.1040000000012
132,18,2018-06-15,2,0.075,2633.1,1843.17,1184.8949999999995
133,8,2018-06-15,6,0.2,1018.4,631.408,1099.872
134,24,2018-06-15,4,0.15,5219.3,3444.738,3966.6680000000033
135,11,2018-06-15,1,0.15,3999.9,2359.941,1039.9740000000002
136,50,2018-06-16,5,0.4,1721.9,1084.797,-258.28500000000076
137,7,2018-06-16,6,0.15,737.0,456.94,1017.0600000000003
138,2,2018-06-16,3,0.05,1219.4,695.058,1390.1160000000002
139,18,2018-06-16,8,0.05,891.1,712.88,1069.3200000000006
140,28,2018-06-16,1,0.15,978.2,743.432,88.03800000000001
141,47,2018-06-16,1,0.15,3946.3,1657.446,1696.909
142,27,2018-06-16,2,0.4,1299.8,922.858,-285.9559999999999
143,21,2018-06-17,4,0.05,5815.6,2791.488,10933.328000000003
144,43,2018-06-17,6,0.15,1092.1,655.26,1638.1499999999999
145,42,2018-06-17,6,0.15,1072.0,643.2,1608.0
146,34,2018-06-17,5,0.05,4020.0,2653.2,5829.000000000001
147,37,2018-06-17,4,0.15,984.9,669.732,669.732
148,50,2018-06-17,7,0.05,227.8,100.232,813.2460000000002
149,17,2018-06-17,3,0.15,3993.2,3314.356,239.59199999999873
150,25,2018-06-17,4,0.075,221.1,185.724,75.17399999999998
151,21,2018-06-18,6,0.075,3356.7,2819.628,1711.9169999999976
152,35,2018-06-18,1,0.05,1701.8,1157.224,459.4860000000001
153,9,2018-06-18,3,0.15,2566.1,2181.185,0.0
154,22,2018-06-18,4,0.05,221.1,126.027,336.07199999999995
155,28,2018-06-18,1,0.1,1782.2,980.21,623.77
156,41,2018-06-18,8,0.05,2003.3,801.32,8814.52
157,28,2018-06-18,5,0.075,2385.2,1502.676,3518.17
158,22,2018-06-18,1,0.1,2231.1,1784.88,223.10999999999967
159,26,2018-06-18,1,0.05,1005.0,412.05,542.7
160,12,2018-06-18,7,0.05,2693.4,1939.248,4336.374
161,31,2018-06-18,4,0.075,1105.5,652.245,1481.37
162,25,2018-06-19,1,0.075,1909.5,1088.415,677.8725
163,35,2018-06-19,7,0.2,1118.9,850.364,313.2920000000006
164,45,2018-06-19,7,0.2,1038.5,758.105,508.86499999999955
165,19,2018-06-19,6,0.05,6324.8,4300.864,10246.176000000005
166,16,2018-06-19,7,0.2,1005.0,502.5,2110.5
167,15,2018-06-19,5,0.075,1293.1,659.481,2683.182499999999
168,8,2018-06-19,6,0.4,844.2,540.288,-202.60800000000017
169,27,2018-06-19,4,0.05,247.9,195.841,158.65599999999995
170,12,2018-06-19,7,0.3,174.2,139.36,-121.94000000000011
171,30,2018-06-20,6,0.1,1025.1,707.319,1291.6259999999997
172,19,2018-06-20,3,0.15,3068.6,2301.45,920.5800000000004
173,44,2018-06-20,2,0.075,241.2,115.776,214.66799999999998
174,24,2018-06-20,1,0.2,174.2,139.36,-2.842170943040401e-14
175,10,2018-06-20,2,0.2,2505.8,1804.176,400.92800000000034
176,35,2018-06-20,7,0.15,2599.6,1637.748,4003.3839999999987
177,38,2018-06-20,6,0.15,2278.0,1503.48,2596.9199999999996
178,31,2018-06-21,2,0.075,1092.1,589.734,840.9169999999997
179,40,2018-06-21,5,0.2,1139.0,933.98,-113.89999999999986
180,9,2018-06-21,2,0.15,1675.0,1072.0,703.5
181,41,2018-06-21,2,0.05,1011.7,687.956,546.318
182,11,2018-06-21,7,0.1,938.0,412.72,3020.36
183,48,2018-06-21,8,0.05,2566.1,1052.101,11085.552
184,4,2018-06-22,5,0.1,871.0,374.53,2046.85
185,4,2018-06-22,1,0.1,2485.7,1789.704,447.4259999999997
186,40,2018-06-22,4,0.4,2345.0,1922.9,-2063.6000000000004
187,19,2018-06-22,2,0.05,1118.9,749.663,626.5840000000003
188,24,2018-06-22,4,0.1,1996.6,1397.62,1597.2799999999997
189,6,2018-06-22,1,0.075,710.2,390.61,266.32500000000005
190,6,2018-06-22,4,0.05,3979.8,1790.91,7959.600000000001
191,9,2018-06-22,3,0.075,1025.1,440.793,1522.2734999999998
192,3,2018-06-22,7,0.2,2519.2,1309.984,4937.632
193,36,2018-06-22,7,0.05,5031.7,3471.873,9157.693999999998
194,27,2018-06-23,1,0.1,1829.1,768.222,877.9679999999998
195,29,2018-06-23,5,0.075,1072.0,900.48,455.6
196,11,2018-06-23,1,0.2,2539.3,1828.296,203.144
197,24,2018-06-23,1,0.075,3899.4,2027.688,1579.257
198,38,2018-06-24,3,0.2,5045.1,3380.217,1967.5890000000009
199,38,2018-06-24,8,0.05,1005.0,522.6,3457.2
200,20,2018-06-24,7,0.1,2438.8,1219.4,6828.639999999999
201,46,2018-06-25,4,0.3,3336.6,2035.326,1201.1759999999995
202,38,2018-06-25,4,0.15,1098.8,857.064,307.6640000000002
203,5,2018-06-25,2,0.075,1902.8,970.428,1579.3239999999998
204,32,2018-06-25,4,0.075,3477.3,2190.699,4103.214
205,36,2018-06-26,1,0.1,2599.6,1481.772,857.8679999999999
206,1,2018-06-26,1,0.075,1078.7,506.989,490.80850000000004
207,22,2018-06-26,5,0.2,1045.2,533.052,1515.5400000000004
208,21,2018-06-26,2,0.05,1125.6,787.92,562.8
209,14,2018-06-26,8,0.05,1105.5,762.795,2299.4399999999996
210,50,2018-06-26,1,0.1,2606.3,1668.032,677.6380000000001
211,41,2018-06-26,8,0.075,227.8,95.676,920.312
212,35,2018-06-26,7,0.05,167.5,123.95,246.22499999999997
213,21,2018-06-26,3,0.1,1145.7,538.479,1477.9530000000002
214,37,2018-06-26,7,0.075,2599.6,2157.668,1728.734
215,14,2018-06-27,1,0.05,3939.6,1969.8,1772.82
216,18,2018-06-27,8,0.075,2881.0,1584.55,8643.000000000002
217,22,2018-06-27,2,0.05,3852.5,2003.3,3313.15
218,48,2018-06-27,2,0.05,1139.0,546.72,1070.6599999999999
219,7,2018-06-27,4,0.05,2519.2,2040.552,1410.7519999999995
220,33,2018-06-27,1,0.15,1192.6,703.634,310.0759999999999
221,18,2018-06-27,5,0.075,2412.0,1013.04,6090.299999999999
222,6,2018-06-27,7,0.05,2479.0,2057.57,2082.36
223,10,2018-06-27,7,0.1,1956.4,1330.352,3012.8559999999993
224,4,2018-06-27,5,0.3,1078.7,722.729,161.80499999999995
225,22,2018-06-27,1,0.075,1212.7,945.906,175.8415
226,48,2018-06-27,5,0.075,978.2,821.688,415.73500000000024
227,28,2018-06-27,3,0.05,174.2,120.198,135.87599999999998
228,25,2018-06-27,3,0.15,1125.6,630.336,979.2719999999999
229,49,2018-06-28,6,0.15,1065.3,468.732,2620.638
230,11,2018-06-28,5,0.075,3892.7,2724.89,4379.2875
231,19,2018-06-28,2,0.3,207.7,120.466,49.847999999999985
232,20,2018-06-28,7,0.3,1185.9,948.72,-830.1299999999994
233,15,2018-06-28,2,0.15,2586.2,1629.306,1137.9279999999999
234,26,2018-06-28,4,0.3,2579.5,1960.42,-619.0799999999999
235,7,2018-06-28,8,0.075,6378.4,2806.496,24748.191999999995
236,26,2018-06-28,7,0.2,3008.3,2226.142,1263.4860000000035
237,49,2018-06-28,3,0.075,1755.4,930.362,2080.1490000000003
238,28,2018-06-28,8,0.075,1139.0,740.35,2505.8
239,46,2018-06-28,5,0.075,6157.3,4556.402,5695.502500000002
240,33,2018-06-28,7,0.1,2231.1,1093.239,6403.256999999998
241,23,2018-06-28,7,0.1,2479.0,1859.25,2602.9499999999994
242,35,2018-06-29,4,0.05,6391.8,4793.85,5113.439999999999
243,4,2018-06-29,2,0.05,1139.0,660.62,842.8599999999999
244,38,2018-06-29,3,0.1,2586.2,1681.03,1939.6499999999999
245,36,2018-06-29,4,0.05,3899.4,1871.712,7330.872000000001
246,25,2018-06-29,8,0.05,951.4,599.382,2435.584
247,8,2018-06-30,1,0.05,5607.9,3476.898,1850.606999999999
248,12,2018-06-30,2,0.075,1165.8,827.718,501.2940000000001
249,17,2018-06-30,2,0.05,1949.7,1520.766,662.8980000000001
250,40,2018-06-30,8,0.1,3685.0,2690.05,5011.5999999999985
251,3,2018-06-30,2,0.4,2633.1,1816.839,-473.9580000000001
252,26,2018-06-30,1,0.075,1072.0,460.96,530.6400000000001
253,38,2018-06-30,1,0.075,3537.6,1910.304,1361.9759999999997
254,41,2018-06-30,8,0.2,1092.1,622.497,2009.464
255,17,2018-06-30,4,0.05,1748.7,1136.655,2098.4400000000005
256,49,2018-06-30,8,0.075,891.1,739.613,677.2359999999999
257,41,2018-06-30,5,0.05,3082.0,1510.18,7088.6
258,34,2018-06-30,5,0.075,1125.6,776.664,1322.5799999999992
259,46,2018-06-30,6,0.075,1252.9,651.508,3044.5470000000005
260,44,2018-07-01,1,0.075,837.5,527.625,247.0625
261,21,2018-07-01,1,0.075,1031.8,773.85,180.56499999999994
262,7,2018-07-01,4,0.15,2385.2,1454.972,2289.7919999999995
263,48,2018-07-01,2,0.05,1802.3,1153.472,1117.426
264,40,2018-07-01,5,0.05,1018.4,753.616,1069.3200000000002
265,35,2018-07-01,7,0.4,3946.3,1815.298,3867.373999999998
266,21,2018-07-01,7,0.2,3953.0,2095.09,7471.17
267,1,2018-07-02,6,0.075,5098.7,3416.129,7801.010999999999
268,9,2018-07-02,8,0.075,3758.7,1954.524,12178.187999999998
269,9,2018-07-02,7,0.15,911.2,610.504,1148.1119999999996
270,26,2018-07-02,3,0.4,904.5,379.89,488.4300000000002
271,21,2018-07-02,3,0.05,911.2,410.04,1366.8000000000002
272,6,2018-07-02,5,0.3,227.8,134.402,125.2900000000001
273,14,2018-07-02,4,0.075,254.6,117.116,473.556
274,33,2018-07-02,3,0.075,683.4,444.21,563.8050000000001
275,43,2018-07-03,7,0.05,3919.5,2234.115,10425.870000000003
276,25,2018-07-03,8,0.05,1092.1,786.312,2009.463999999999
277,10,2018-07-04,4,0.05,924.6,536.268,1368.408
278,45,2018-07-04,8,0.05,1018.4,794.352,1385.0240000000003
279,19,2018-07-04,7,0.2,1788.9,1305.897,876.5610000000013
280,17,2018-07-04,2,0.3,944.7,538.479,245.62199999999984
281,39,2018-07-04,3,0.1,3959.7,2573.805,2969.774999999999
282,11,2018-07-04,5,0.05,167.5,70.35,443.875
283,23,2018-07-04,2,0.05,3872.6,1975.026,3407.8879999999995
284,12,2018-07-04,8,0.05,6539.2,3858.128,18832.895999999997
285,44,2018-07-04,1,0.1,1025.1,779.076,143.5139999999999
286,31,2018-07-04,3,0.1,938.0,572.18,816.0600000000003
287,19,2018-07-04,3,0.075,1045.2,804.804,486.01800000000026
288,20,2018-07-04,8,0.15,167.5,112.225,241.20000000000005
289,44,2018-07-04,5,0.075,1721.9,1377.52,1076.187500000001
290,30,2018-07-05,3,0.1,676.7,466.923,426.32100000000025
291,47,2018-07-05,2,0.075,167.5,82.075,145.725
292,26,2018-07-05,5,0.075,1118.9,895.12,699.3125000000003
293,17,2018-07-05,3,0.075,1139.0,933.98,358.7850000000001
294,44,2018-07-05,4,0.1,1748.7,751.941,3287.5559999999996
295,13,2018-07-05,8,0.05,1728.6,1140.876,4010.351999999999
296,13,2018-07-05,8,0.075,1112.2,500.49,4226.360000000001
297,9,2018-07-05,6,0.05,2385.2,1454.972,4865.807999999997
298,18,2018-07-05,8,0.3,221.1,172.458,-141.50400000000013
299,1,2018-07-06,7,0.05,5708.4,2682.948,19180.224
300,38,2018-07-06,1,0.3,1038.5,830.8,-103.84999999999991
301,43,2018-07-06,4,0.15,3993.2,3234.492,638.9119999999984
302,14,2018-07-06,8,0.2,1085.4,792.342,607.8240000000005
303,36,2018-07-06,7,0.1,3886.0,2020.72,10336.76
304,21,2018-07-06,3,0.2,3986.5,2670.955,1554.7349999999997
305,41,2018-07-06,3,0.075,1206.0,988.92,379.89
306,38,2018-07-07,1,0.3,1842.5,1050.225,239.5250000000001
307,22,2018-07-07,3,0.05,5051.8,2930.044,5607.4980000000005
308,4,2018-07-07,1,0.075,1165.8,466.32,612.0450000000001
309,21,2018-07-07,8,0.075,3966.4,2340.176,10629.952000000001
310,17,2018-07-07,3,0.2,1802.3,1495.909,-162.20700000000056
311,36,2018-07-08,5,0.075,1105.5,851.235,856.7624999999998
312,16,2018-07-08,7,0.05,1889.4,1398.156,2777.4180000000006
313,40,2018-07-08,7,0.075,1018.4,661.96,1960.4199999999996
314,8,2018-07-08,5,0.05,3865.9,2822.107,4252.49
315,30,2018-07-08,7,0.1,998.3,449.235,3144.6449999999995
316,48,2018-07-08,2,0.075,254.6,127.3,216.41
317,13,2018-07-08,5,0.4,703.5,316.575,527.6249999999999
318,47,2018-07-08,6,0.05,1092.1,546.05,2948.6699999999996
319,6,2018-07-08,4,0.05,1038.5,560.79,1703.1400000000003
320,50,2018-07-08,4,0.15,2398.6,1894.894,575.6639999999998
321,32,2018-07-09,4,0.05,897.8,368.098,1939.2479999999998
322,30,2018-07-09,7,0.15,5212.6,3179.686,8757.168
323,46,2018-07-09,3,0.05,254.6,206.226,106.93200000000002
324,29,2018-07-09,4,0.075,3926.2,2120.148,6046.347999999998
325,13,2018-07-09,8,0.1,1165.8,582.9,3730.5600000000004
326,44,2018-07-09,1,0.15,3859.2,2354.112,926.2079999999996
327,4,2018-07-09,6,0.05,167.5,100.5,351.75
328,22,2018-07-09,8,0.05,1681.7,891.301,5650.512
329,38,2018-07-09,8,0.05,924.6,665.712,1701.2640000000001
330,13,2018-07-09,6,0.1,3966.4,3371.44,1189.920000000001
331,19,2018-07-09,7,0.1,938.0,450.24,2757.7200000000003
332,20,2018-07-10,6,0.2,1983.2,1090.76,2974.7999999999997
333,27,2018-07-10,7,0.075,2586.2,2094.822,2081.890999999997
334,14,2018-07-11,3,0.05,3061.9,2051.473,2571.996000000001
335,30,2018-07-11,1,0.2,1051.9,452.317,389.2030000000001
336,11,2018-07-11,8,0.15,261.3,104.52,940.6800000000002
337,4,2018-07-11,6,0.05,6143.9,3071.95,16588.53
338,45,2018-07-11,7,0.2,2472.3,1928.394,346.122000000001
339,6,2018-07-11,3,0.075,3892.7,3075.233,1576.5434999999993
340,33,2018-07-11,1,0.05,964.8,492.048,424.51199999999994
341,46,2018-07-11,8,0.2,3832.4,3104.244,-306.59200000000055
342,12,2018-07-11,7,0.2,964.8,781.488,-67.53600000000097
343,48,2018-07-11,1,0.05,1118.9,794.419,268.5360000000002
344,43,2018-07-11,8,0.05,180.9,74.169,781.4880000000002
345,23,2018-07-11,7,0.05,844.2,346.122,3191.076
346,25,2018-07-11,7,0.2,3490.7,1780.257,7086.120999999999
347,39,2018-07-12,5,0.2,1112.2,778.54,556.1000000000001
348,42,2018-07-12,1,0.05,1072.0,568.16,450.24
349,20,2018-07-12,3,0.075,1078.7,906.108,275.0685000000002
350,10,2018-07-12,7,0.075,5433.7,3857.927,8177.718499999997
351,17,2018-07-12,8,0.05,3906.1,3163.941,4374.832000000002
352,21,2018-07-12,4,0.15,2458.9,2090.065,0.0
353,8,2018-07-12,3,0.075,1112.2,856.394,517.1730000000002
354,31,2018-07-12,4,0.05,1065.3,745.71,1065.2999999999997
355,5,2018-07-12,6,0.075,1862.6,1359.698,2179.2419999999993
356,11,2018-07-12,7,0.2,1822.4,1184.56,1913.520000000001
357,35,2018-07-12,7,0.05,1065.3,575.262,3057.411
358,26,2018-07-12,3,0.05,5875.9,4289.407,3878.0939999999982
359,10,2018-07-12,3,0.075,1728.6,708.726,2670.687
360,50,2018-07-13,4,0.05,3832.4,2452.736,4752.176000000001
361,24,2018-07-13,1,0.05,1025.1,861.084,112.76099999999997
362,1,2018-07-13,4,0.05,1815.7,944.164,3123.004
363,22,2018-07-13,2,0.075,3839.1,1689.204,3723.927
364,15,2018-07-13,1,0.05,2425.4,1430.986,873.144
365,38,2018-07-13,6,0.15,3865.9,1971.609,7886.436000000002
366,45,2018-07-13,2,0.075,2653.2,1857.24,1193.94
367,42,2018-07-13,2,0.15,991.6,594.96,495.79999999999995
368,9,2018-07-13,5,0.1,2512.5,2060.25,1005.0
369,6,2018-07-14,6,0.1,2613.0,1332.63,6114.419999999998
370,1,2018-07-14,5,0.15,5721.8,3375.862,7438.340000000003
371,8,2018-07-14,2,0.075,1768.8,831.336,1609.6079999999997
372,19,2018-07-14,5,0.1,2606.3,1251.024,5473.230000000001
373,10,2018-07-14,8,0.1,2452.2,1569.408,5100.576000000001
374,49,2018-07-14,1,0.05,964.8,694.656,221.904
375,44,2018-07-15,5,0.05,1125.6,562.8,2532.6
376,30,2018-07-15,5,0.05,857.6,548.864,1329.28
377,37,2018-07-15,7,0.075,3906.1,1796.806,12714.3555
378,8,2018-07-15,5,0.15,1078.7,506.989,2049.53
379,13,2018-07-15,1,0.4,2432.1,1264.692,194.56799999999976
380,2,2018-07-15,8,0.05,958.1,536.536,2989.272000000001
381,42,2018-07-16,8,0.05,864.3,726.012,760.5839999999998
382,40,2018-07-16,2,0.05,864.3,700.083,242.0039999999999
383,40,2018-07-16,6,0.075,891.1,579.215,1470.315
384,17,2018-07-16,5,0.2,3979.8,2069.496,5571.72
385,23,2018-07-16,5,0.1,837.5,469.0,1423.75
386,28,2018-07-16,2,0.05,2318.2,1738.65,927.2799999999997
387,41,2018-07-16,6,0.05,1822.4,801.856,5576.544000000002
388,29,2018-07-16,4,0.15,1165.8,664.506,1305.696
389,11,2018-07-16,7,0.05,234.5,187.6,246.22500000000008
390,11,2018-07-17,5,0.4,2452.2,1912.716,-2206.980000000001
391,19,2018-07-17,8,0.05,261.3,133.263,919.7760000000001
392,29,2018-07-17,4,0.1,1031.8,453.992,1898.5119999999995
393,18,2018-07-17,3,0.1,3082.0,1849.2,2773.8
394,27,2018-07-17,3,0.05,6405.2,3138.548,8839.176
395,22,2018-07-17,6,0.05,1822.4,947.648,4701.792000000001
396,29,2018-07-17,8,0.05,1279.7,1062.151,1228.5120000000006
397,3,2018-07-17,1,0.2,3932.9,2635.043,511.27700000000004
398,28,2018-07-17,3,0.15,201.0,80.4,271.34999999999997
399,11,2018-07-17,1,0.1,3946.3,2131.002,1420.6680000000001
400,49,2018-07-18,7,0.2,1909.5,1317.555,1470.314999999999
401,47,2018-07-18,7,0.2,2412.0,1109.52,5740.5599999999995
402,50,2018-07-18,6,0.05,964.8,675.36,1447.1999999999996
403,42,2018-07-18,5,0.075,1996.6,1457.518,1946.685
404,21,2018-07-18,7,0.15,1045.2,700.284,1316.9520000000007
405,41,2018-07-18,1,0.2,3879.3,3219.819,-116.3789999999999
406,50,2018-07-18,6,0.075,5976.4,3466.312,12371.148000000001
407,13,2018-07-18,1,0.05,2257.9,1264.424,880.5810000000001
408,9,2018-07-19,4,0.05,241.2,154.368,299.08799999999997
409,35,2018-07-19,8,0.075,1983.2,793.28,8329.44
410,1,2018-07-19,1,0.05,3919.5,3331.575,391.9500000000003
411,17,2018-07-19,7,0.1,241.2,135.072,574.0559999999998
